borough,created_year,created_month_name,incident_zip,city_cleaned_group,city_or_zip_label,location_type_clean,sighting_count
MANHATTAN,2014,Apr,10030,New york City,10030,3+ Family Apt. Building,6
MANHATTAN,2014,Apr,10030,New york City,10030,Other,1
MANHATTAN,2014,Apr,10031,New york City,10031,3+ Family Apt. Building,11
MANHATTAN,2014,Apr,10031,New york City,10031,3+ Family Mixed Use Building,2
MANHATTAN,2014,Apr,10031,New york City,10031,Other,2
MANHATTAN,2014,Apr,10031,New york City,10031,Single Room Occupancy (SRO),1
MANHATTAN,2014,Apr,10032,New york City,10032,3+ Family Apt. Building,5
MANHATTAN,2014,Apr,10032,New york City,10032,3+ Family Mixed Use Building,1
MANHATTAN,2014,Apr,10032,New york City,10032,Commercial Building,1
MANHATTAN,2014,Apr,10032,New york City,10032,Other,1
MANHATTAN,2014,Apr,10033,New york City,10033,1-2 Family Dwelling,1
MANHATTAN,2014,Apr,10033,New york City,10033,3+ Family Apt. Building,8
MANHATTAN,2014,Apr,10033,New york City,10033,3+ Family Mixed Use Building,1
MANHATTAN,2014,Apr,10033,New york City,10033,Commercial Building,1
MANHATTAN,2014,Apr,10033,New york City,10033,Other,1
MANHATTAN,2014,Apr,10034,New york City,10034,3+ Family Apt. Building,2
MANHATTAN,2014,Apr,10034,New york City,10034,Commercial Building,1
MANHATTAN,2014,Apr,10034,New york City,10034,Other,1
MANHATTAN,2014,Apr,10035,New york City,10035,3+ Family Apt. Building,8
MANHATTAN,2014,Apr,10035,New york City,10035,3+ Family Mixed Use Building,1
MANHATTAN,2014,Apr,10035,New york City,10035,Commercial Building,1
MANHATTAN,2014,Apr,10035,New york City,10035,Vacant Lot,1
MANHATTAN,2014,Apr,10036,New york City,10036,3+ Family Apt. Building,2
MANHATTAN,2014,Apr,10036,New york City,10036,3+ Family Mixed Use Building,1
MANHATTAN,2014,Apr,10037,New york City,10037,3+ Family Apt. Building,2
MANHATTAN,2014,Apr,10038,New york City,10038,3+ Family Apt. Building,1
MANHATTAN,2014,Apr,10039,New york City,10039,3+ Family Apt. Building,1
MANHATTAN,2014,Apr,10039,New york City,10039,3+ Family Mixed Use Building,1
MANHATTAN,2014,Apr,10039,New york City,10039,Other,2
MANHATTAN,2014,Apr,10040,New york City,10040,3+ Family Apt. Building,4
MANHATTAN,2014,Apr,10040,New york City,10040,3+ Family Mixed Use Building,3
MANHATTAN,2014,Apr,10040,New york City,10040,Commercial Building,2
MANHATTAN,2014,Apr,10040,New york City,10040,Other,1
MANHATTAN,2014,Apr,10065,New york City,10065,3+ Family Apt. Building,1
MANHATTAN,2014,Apr,10069,New york City,10069,3+ Family Apt. Building,1
MANHATTAN,2014,Apr,10075,New york City,10075,3+ Family Mixed Use Building,1
MANHATTAN,2014,Apr,10128,New york City,10128,1-2 Family Dwelling,1
MANHATTAN,2014,Apr,10128,New york City,10128,3+ Family Apt. Building,6
MANHATTAN,2014,Apr,10128,New york City,10128,3+ Family Mixed Use Building,4
MANHATTAN,2014,Apr,10128,New york City,10128,Commercial Building,1
MANHATTAN,2014,Apr,10128,New york City,10128,Other,2
MANHATTAN,2014,Apr,10162,New york City,10162,3+ Family Apt. Building,1
MANHATTAN,2014,May,,,,Other,1
MANHATTAN,2014,May,10001,New york City,10001,3+ Family Apt. Building,3
MANHATTAN,2014,May,10001,New york City,10001,Catch Basin/Sewer,1
MANHATTAN,2014,May,10001,New york City,10001,Commercial Building,1
MANHATTAN,2014,May,10002,New york City,10002,3+ Family Apt. Building,7
MANHATTAN,2014,May,10002,New york City,10002,3+ Family Mixed Use Building,3
MANHATTAN,2014,May,10002,New york City,10002,Commercial Building,2
MANHATTAN,2014,May,10002,New york City,10002,Other,4
MANHATTAN,2014,May,10002,New york City,10002,Public Garden,2
MANHATTAN,2014,May,10002,New york City,10002,Vacant Building,2
MANHATTAN,2014,May,10002,New york City,10002,Vacant Lot,1
MANHATTAN,2014,May,10003,New york City,10003,3+ Family Apt. Building,4
MANHATTAN,2014,May,10003,New york City,10003,3+ Family Mixed Use Building,3
MANHATTAN,2014,May,10003,New york City,10003,Commercial Building,1
MANHATTAN,2014,May,10003,New york City,10003,Construction Site,1
MANHATTAN,2014,May,10003,New york City,10003,Other,4
MANHATTAN,2014,May,10006,New york City,10006,Commercial Building,1
MANHATTAN,2014,May,10006,New york City,10006,Construction Site,1
MANHATTAN,2014,May,10006,New york City,10006,Vacant Lot,2
MANHATTAN,2014,May,10009,New york City,10009,3+ Family Apt. Building,11
MANHATTAN,2014,May,10009,New york City,10009,3+ Family Mixed Use Building,4
MANHATTAN,2014,May,10009,New york City,10009,Construction Site,1
MANHATTAN,2014,May,10009,New york City,10009,Other,3
MANHATTAN,2014,May,10009,New york City,10009,Vacant Lot,3
MANHATTAN,2014,May,10010,New york City,10010,3+ Family Apt. Building,6
MANHATTAN,2014,May,10010,New york City,10010,3+ Family Mixed Use Building,2
MANHATTAN,2014,May,10010,New york City,10010,Construction Site,1
MANHATTAN,2014,May,10010,New york City,10010,Other,2
MANHATTAN,2014,May,10010,New york City,10010,Public Garden,1
MANHATTAN,2014,May,10011,New york City,10011,3+ Family Apt. Building,10
MANHATTAN,2014,May,10011,New york City,10011,3+ Family Mixed Use Building,1
MANHATTAN,2014,May,10011,New york City,10011,Commercial Building,2
MANHATTAN,2014,May,10011,New york City,10011,Construction Site,1
MANHATTAN,2014,May,10011,New york City,10011,Other,2
MANHATTAN,2014,May,10012,New york City,10012,3+ Family Apt. Building,3
MANHATTAN,2014,May,10012,New york City,10012,3+ Family Mixed Use Building,3
MANHATTAN,2014,May,10012,New york City,10012,Construction Site,3
MANHATTAN,2014,May,10013,New york City,10013,3+ Family Apt. Building,1
MANHATTAN,2014,May,10013,New york City,10013,3+ Family Mixed Use Building,3
MANHATTAN,2014,May,10013,New york City,10013,Commercial Building,1
MANHATTAN,2014,May,10013,New york City,10013,Government Building,1
MANHATTAN,2014,May,10014,New york City,10014,3+ Family Apt. Building,3
MANHATTAN,2014,May,10014,New york City,10014,Catch Basin/Sewer,1
MANHATTAN,2014,May,10014,New york City,10014,Other,1
MANHATTAN,2014,May,10014,New york City,10014,Public Garden,1
MANHATTAN,2014,May,10016,New york City,10016,3+ Family Apt. Building,1
MANHATTAN,2014,May,10016,New york City,10016,3+ Family Mixed Use Building,2
MANHATTAN,2014,May,10016,New york City,10016,Construction Site,1
MANHATTAN,2014,May,10016,New york City,10016,Other,1
MANHATTAN,2014,May,10018,New york City,10018,3+ Family Apt. Building,1
MANHATTAN,2014,May,10019,New york City,10019,Commercial Building,1
MANHATTAN,2014,May,10022,New york City,10022,3+ Family Apt. Building,1
MANHATTAN,2014,May,10022,New york City,10022,Commercial Building,1
MANHATTAN,2014,May,10022,New york City,10022,Public Garden,1
MANHATTAN,2014,May,10023,New york City,10023,3+ Family Apt. Building,6
MANHATTAN,2014,May,10023,New york City,10023,3+ Family Mixed Use Building,2
MANHATTAN,2014,May,10023,New york City,10023,Other,1
MANHATTAN,2014,May,10023,New york City,10023,Vacant Building,4
MANHATTAN,2014,May,10024,New york City,10024,1-2 Family Dwelling,1
MANHATTAN,2014,May,10024,New york City,10024,3+ Family Apt. Building,5
MANHATTAN,2014,May,10024,New york City,10024,Other,4
MANHATTAN,2014,May,10025,New york City,10025,1-2 Family Dwelling,1
MANHATTAN,2014,May,10025,New york City,10025,1-2 Family Mixed Use Building,1
MANHATTAN,2014,May,10025,New york City,10025,3+ Family Apt. Building,14
MANHATTAN,2014,May,10025,New york City,10025,3+ Family Mixed Use Building,5
MANHATTAN,2014,May,10025,New york City,10025,Catch Basin/Sewer,1
MANHATTAN,2014,May,10025,New york City,10025,Construction Site,1
MANHATTAN,2014,May,10025,New york City,10025,Other,8
MANHATTAN,2014,May,10025,New york City,10025,Parking Lot/Garage,1
MANHATTAN,2014,May,10025,New york City,10025,Public Garden,1
MANHATTAN,2014,May,10025,New york City,10025,School/Pre-School,1
MANHATTAN,2014,May,10026,New york City,10026,3+ Family Apt. Building,4
MANHATTAN,2014,May,10026,New york City,10026,Construction Site,1
MANHATTAN,2014,May,10026,New york City,10026,Other,2
MANHATTAN,2014,May,10026,New york City,10026,Vacant Lot,1
MANHATTAN,2014,May,10027,New york City,10027,1-2 Family Dwelling,3
MANHATTAN,2014,May,10027,New york City,10027,3+ Family Apt. Building,10
MANHATTAN,2014,May,10027,New york City,10027,Commercial Building,2
MANHATTAN,2014,May,10027,New york City,10027,Construction Site,2
MANHATTAN,2014,May,10027,New york City,10027,Other,7
MANHATTAN,2014,May,10028,New york City,10028,3+ Family Apt. Building,2
MANHATTAN,2014,May,10028,New york City,10028,3+ Family Mixed Use Building,2
MANHATTAN,2014,May,10028,New york City,10028,Other,3
MANHATTAN,2014,May,10029,New york City,10029,3+ Family Apt. Building,3
MANHATTAN,2014,May,10029,New york City,10029,3+ Family Mixed Use Building,4
MANHATTAN,2014,May,10029,New york City,10029,Commercial Building,1
MANHATTAN,2014,May,10029,New york City,10029,Construction Site,1
MANHATTAN,2014,May,10029,New york City,10029,Day Care/Nursery,1
MANHATTAN,2014,May,10029,New york City,10029,Other,1
MANHATTAN,2014,May,10029,New york City,10029,Public Garden,1
MANHATTAN,2014,May,10029,New york City,10029,Vacant Building,1
MANHATTAN,2014,May,10030,New york City,10030,3+ Family Apt. Building,7
MANHATTAN,2014,May,10031,New york City,10031,3+ Family Apt. Building,16
MANHATTAN,2014,May,10031,New york City,10031,3+ Family Mixed Use Building,2
MANHATTAN,2014,May,10031,New york City,10031,Commercial Building,2
MANHATTAN,2014,May,10031,New york City,10031,Government Building,1
MANHATTAN,2014,May,10031,New york City,10031,Other,2
MANHATTAN,2014,May,10031,New york City,10031,Parking Lot/Garage,2
MANHATTAN,2014,May,10031,New york City,10031,Vacant Lot,1
MANHATTAN,2014,May,10032,New york City,10032,3+ Family Apt. Building,12
MANHATTAN,2014,May,10032,New york City,10032,3+ Family Mixed Use Building,2
MANHATTAN,2014,May,10032,New york City,10032,Vacant Lot,1
MANHATTAN,2014,May,10033,New york City,10033,3+ Family Apt. Building,5
MANHATTAN,2014,May,10033,New york City,10033,3+ Family Mixed Use Building,2
MANHATTAN,2014,May,10033,New york City,10033,Catch Basin/Sewer,1
MANHATTAN,2014,May,10033,New york City,10033,Other,7
MANHATTAN,2014,May,10034,New york City,10034,1-2 Family Dwelling,1
MANHATTAN,2014,May,10034,New york City,10034,3+ Family Apt. Building,2
MANHATTAN,2014,May,10034,New york City,10034,Vacant Lot,1
MANHATTAN,2014,May,10035,New york City,10035,1-2 Family Dwelling,1
MANHATTAN,2014,May,10035,New york City,10035,3+ Family Apt. Building,3
MANHATTAN,2014,May,10035,New york City,10035,3+ Family Mixed Use Building,1
MANHATTAN,2014,May,10035,New york City,10035,Other,1
MANHATTAN,2014,May,10035,New york City,10035,Vacant Lot,2
MANHATTAN,2014,May,10036,New york City,10036,3+ Family Apt. Building,5
MANHATTAN,2014,May,10036,New york City,10036,3+ Family Mixed Use Building,1
MANHATTAN,2014,May,10036,New york City,10036,Commercial Building,1
MANHATTAN,2014,May,10037,New york City,10037,3+ Family Apt. Building,1
MANHATTAN,2014,May,10037,New york City,10037,Other,2
MANHATTAN,2014,May,10038,New york City,10038,3+ Family Mixed Use Building,1
MANHATTAN,2014,May,10038,New york City,10038,Commercial Building,2
MANHATTAN,2014,May,10039,New york City,10039,3+ Family Apt. Building,1
MANHATTAN,2014,May,10039,New york City,10039,Other,2
MANHATTAN,2014,May,10040,New york City,10040,1-2 Family Mixed Use Building,1
MANHATTAN,2014,May,10040,New york City,10040,3+ Family Apt. Building,2
MANHATTAN,2014,May,10040,New york City,10040,Commercial Building,1
MANHATTAN,2014,May,10040,New york City,10040,Other,1
MANHATTAN,2014,May,10128,New york City,10128,3+ Family Apt. Building,9
MANHATTAN,2014,May,10128,New york City,10128,Commercial Building,2
MANHATTAN,2014,May,10128,New york City,10128,Construction Site,1
MANHATTAN,2014,May,10128,New york City,10128,Other,6
MANHATTAN,2014,Jun,,,,Other,1
MANHATTAN,2014,Jun,10001,New york City,10001,3+ Family Apt. Building,1
MANHATTAN,2014,Jun,10001,New york City,10001,Commercial Building,2
MANHATTAN,2014,Jun,10001,New york City,10001,Construction Site,1
MANHATTAN,2014,Jun,10001,New york City,10001,Other,1
MANHATTAN,2014,Jun,10002,New york City,10002,3+ Family Apt. Building,4
MANHATTAN,2014,Jun,10002,New york City,10002,Commercial Building,3
MANHATTAN,2014,Jun,10002,New york City,10002,Construction Site,1
MANHATTAN,2014,Jun,10002,New york City,10002,Other,4
MANHATTAN,2014,Jun,10002,New york City,10002,Vacant Building,1
MANHATTAN,2014,Jun,10003,New york City,10003,3+ Family Apt. Building,1
MANHATTAN,2014,Jun,10003,New york City,10003,3+ Family Mixed Use Building,3
MANHATTAN,2014,Jun,10003,New york City,10003,Construction Site,1
MANHATTAN,2014,Jun,10003,New york City,10003,Other,4
MANHATTAN,2014,Jun,10003,New york City,10003,Vacant Building,1
MANHATTAN,2014,Jun,10005,New york City,10005,Other,1
MANHATTAN,2014,Jun,10007,New york City,10007,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10007,New york City,10007,Construction Site,2
MANHATTAN,2014,Jun,10009,New york City,10009,3+ Family Apt. Building,18
MANHATTAN,2014,Jun,10009,New york City,10009,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jun,10009,New york City,10009,Other,3
MANHATTAN,2014,Jun,10009,New york City,10009,Parking Lot/Garage,4
MANHATTAN,2014,Jun,10009,New york City,10009,Public Garden,4
MANHATTAN,2014,Jun,10009,New york City,10009,Vacant Lot,1
MANHATTAN,2014,Jun,10010,New york City,10010,3+ Family Apt. Building,3
MANHATTAN,2014,Jun,10010,New york City,10010,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10010,New york City,10010,Other,1
MANHATTAN,2014,Jun,10011,New york City,10011,1-2 Family Dwelling,1
MANHATTAN,2014,Jun,10011,New york City,10011,3+ Family Apt. Building,3
MANHATTAN,2014,Jun,10011,New york City,10011,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jun,10012,New york City,10012,1-2 Family Mixed Use Building,2
MANHATTAN,2014,Jun,10012,New york City,10012,3+ Family Apt. Building,6
MANHATTAN,2014,Jun,10012,New york City,10012,3+ Family Mixed Use Building,3
MANHATTAN,2014,Jun,10012,New york City,10012,Catch Basin/Sewer,1
MANHATTAN,2014,Jun,10012,New york City,10012,Construction Site,1
MANHATTAN,2014,Jun,10012,New york City,10012,Other,1
MANHATTAN,2014,Jun,10012,New york City,10012,Parking Lot/Garage,1
MANHATTAN,2014,Jun,10013,New york City,10013,3+ Family Apt. Building,4
MANHATTAN,2014,Jun,10013,New york City,10013,3+ Family Mixed Use Building,3
MANHATTAN,2014,Jun,10013,New york City,10013,Commercial Building,2
MANHATTAN,2014,Jun,10013,New york City,10013,Day Care/Nursery,1
MANHATTAN,2014,Jun,10013,New york City,10013,Vacant Lot,1
MANHATTAN,2014,Jun,10014,New york City,10014,1-2 Family Dwelling,1
MANHATTAN,2014,Jun,10014,New york City,10014,3+ Family Apt. Building,5
MANHATTAN,2014,Jun,10014,New york City,10014,Commercial Building,1
MANHATTAN,2014,Jun,10014,New york City,10014,Other,2
MANHATTAN,2014,Jun,10014,New york City,10014,Vacant Lot,1
MANHATTAN,2014,Jun,10016,New york City,10016,3+ Family Apt. Building,3
MANHATTAN,2014,Jun,10017,New york City,10017,Commercial Building,1
MANHATTAN,2014,Jun,10017,New york City,10017,Construction Site,1
MANHATTAN,2014,Jun,10018,New york City,10018,3+ Family Apt. Building,2
MANHATTAN,2014,Jun,10018,New york City,10018,Commercial Building,1
MANHATTAN,2014,Jun,10019,New york City,10019,3+ Family Apt. Building,1
MANHATTAN,2014,Jun,10019,New york City,10019,Catch Basin/Sewer,1
MANHATTAN,2014,Jun,10019,New york City,10019,Other,1
MANHATTAN,2014,Jun,10021,New york City,10021,1-2 Family Dwelling,1
MANHATTAN,2014,Jun,10021,New york City,10021,3+ Family Apt. Building,1
MANHATTAN,2014,Jun,10022,New york City,10022,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jun,10023,New york City,10023,3+ Family Apt. Building,2
MANHATTAN,2014,Jun,10023,New york City,10023,Commercial Building,1
MANHATTAN,2014,Jun,10023,New york City,10023,Other,1
MANHATTAN,2014,Jun,10024,New york City,10024,3+ Family Apt. Building,10
MANHATTAN,2014,Jun,10024,New york City,10024,Commercial Building,1
MANHATTAN,2014,Jun,10024,New york City,10024,Construction Site,1
MANHATTAN,2014,Jun,10024,New york City,10024,Other,2
MANHATTAN,2014,Jun,10024,New york City,10024,Vacant Lot,1
MANHATTAN,2014,Jun,10025,New york City,10025,1-2 Family Mixed Use Building,1
MANHATTAN,2014,Jun,10025,New york City,10025,3+ Family Apt. Building,16
MANHATTAN,2014,Jun,10025,New york City,10025,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10025,New york City,10025,Catch Basin/Sewer,2
MANHATTAN,2014,Jun,10025,New york City,10025,Commercial Building,1
MANHATTAN,2014,Jun,10025,New york City,10025,Other,7
MANHATTAN,2014,Jun,10025,New york City,10025,Parking Lot/Garage,1
MANHATTAN,2014,Jun,10025,New york City,10025,Public Garden,2
MANHATTAN,2014,Jun,10026,New york City,10026,3+ Family Apt. Building,2
MANHATTAN,2014,Jun,10026,New york City,10026,Construction Site,2
MANHATTAN,2014,Jun,10026,New york City,10026,Other,1
MANHATTAN,2014,Jun,10027,New york City,10027,3+ Family Apt. Building,11
MANHATTAN,2014,Jun,10027,New york City,10027,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jun,10027,New york City,10027,Other,5
MANHATTAN,2014,Jun,10028,New york City,10028,3+ Family Apt. Building,1
MANHATTAN,2014,Jun,10028,New york City,10028,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10028,New york City,10028,Construction Site,1
MANHATTAN,2014,Jun,10028,New york City,10028,Other,2
MANHATTAN,2014,Jun,10029,New york City,10029,3+ Family Apt. Building,7
MANHATTAN,2014,Jun,10029,New york City,10029,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10029,New york City,10029,Commercial Building,1
MANHATTAN,2014,Jun,10029,New york City,10029,Construction Site,3
MANHATTAN,2014,Jun,10029,New york City,10029,Single Room Occupancy (SRO),1
MANHATTAN,2014,Jun,10029,New york City,10029,Vacant Lot,2
MANHATTAN,2014,Jun,10030,New york City,10030,1-2 Family Dwelling,1
MANHATTAN,2014,Jun,10030,New york City,10030,3+ Family Apt. Building,3
MANHATTAN,2014,Jun,10030,New york City,10030,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jun,10030,New york City,10030,Other,1
MANHATTAN,2014,Jun,10031,New york City,10031,1-2 Family Dwelling,1
MANHATTAN,2014,Jun,10031,New york City,10031,3+ Family Apt. Building,8
MANHATTAN,2014,Jun,10031,New york City,10031,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10031,New york City,10031,Other,1
MANHATTAN,2014,Jun,10032,New york City,10032,3+ Family Apt. Building,7
MANHATTAN,2014,Jun,10032,New york City,10032,Commercial Building,1
MANHATTAN,2014,Jun,10033,New york City,10033,1-2 Family Dwelling,1
MANHATTAN,2014,Jun,10033,New york City,10033,3+ Family Apt. Building,10
MANHATTAN,2014,Jun,10033,New york City,10033,3+ Family Mixed Use Building,3
MANHATTAN,2014,Jun,10033,New york City,10033,Catch Basin/Sewer,1
MANHATTAN,2014,Jun,10033,New york City,10033,Other,4
MANHATTAN,2014,Jun,10034,New york City,10034,3+ Family Apt. Building,3
MANHATTAN,2014,Jun,10034,New york City,10034,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10035,New york City,10035,3+ Family Apt. Building,7
MANHATTAN,2014,Jun,10035,New york City,10035,Commercial Building,1
MANHATTAN,2014,Jun,10036,New york City,10036,3+ Family Apt. Building,8
MANHATTAN,2014,Jun,10036,New york City,10036,3+ Family Mixed Use Building,4
MANHATTAN,2014,Jun,10036,New york City,10036,Other,1
MANHATTAN,2014,Jun,10036,New york City,10036,Public Stairs,1
MANHATTAN,2014,Jun,10036,New york City,10036,Vacant Building,1
MANHATTAN,2014,Jun,10037,New york City,10037,3+ Family Apt. Building,11
MANHATTAN,2014,Jun,10037,New york City,10037,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10037,New york City,10037,Vacant Lot,1
MANHATTAN,2014,Jun,10038,New york City,10038,Commercial Building,1
MANHATTAN,2014,Jun,10038,New york City,10038,Other,1
MANHATTAN,2014,Jun,10039,New york City,10039,3+ Family Apt. Building,6
MANHATTAN,2014,Jun,10039,New york City,10039,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10039,New york City,10039,Commercial Building,1
MANHATTAN,2014,Jun,10039,New york City,10039,Vacant Lot,1
MANHATTAN,2014,Jun,10040,New york City,10040,3+ Family Apt. Building,3
MANHATTAN,2014,Jun,10040,New york City,10040,Construction Site,1
MANHATTAN,2014,Jun,10040,New york City,10040,Other,1
MANHATTAN,2014,Jun,10065,New york City,10065,Other,1
MANHATTAN,2014,Jun,10065,New york City,10065,Vacant Lot,1
MANHATTAN,2014,Jun,10075,New york City,10075,Other,1
MANHATTAN,2014,Jun,10128,New york City,10128,3+ Family Apt. Building,1
MANHATTAN,2014,Jun,10128,New york City,10128,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jun,10128,New york City,10128,Commercial Building,1
MANHATTAN,2014,Jun,10128,New york City,10128,Other,2
MANHATTAN,2014,Jul,,,,Other,1
MANHATTAN,2014,Jul,10001,New york City,10001,3+ Family Apt. Building,2
MANHATTAN,2014,Jul,10001,New york City,10001,Other,1
MANHATTAN,2014,Jul,10002,New york City,10002,3+ Family Apt. Building,9
MANHATTAN,2014,Jul,10002,New york City,10002,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jul,10002,New york City,10002,Construction Site,1
MANHATTAN,2014,Jul,10002,New york City,10002,Other,6
MANHATTAN,2014,Jul,10002,New york City,10002,Public Garden,1
MANHATTAN,2014,Jul,10002,New york City,10002,Single Room Occupancy (SRO),1
MANHATTAN,2014,Jul,10002,New york City,10002,Vacant Lot,1
MANHATTAN,2014,Jul,10003,New york City,10003,1-2 Family Dwelling,1
MANHATTAN,2014,Jul,10003,New york City,10003,3+ Family Apt. Building,3
MANHATTAN,2014,Jul,10003,New york City,10003,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jul,10003,New york City,10003,Other,1
MANHATTAN,2014,Jul,10003,New york City,10003,Vacant Lot,1
MANHATTAN,2014,Jul,10007,New york City,10007,3+ Family Apt. Building,3
MANHATTAN,2014,Jul,10007,New york City,10007,Commercial Building,1
MANHATTAN,2014,Jul,10007,New york City,10007,Construction Site,1
MANHATTAN,2014,Jul,10007,New york City,10007,Vacant Building,1
MANHATTAN,2014,Jul,10009,New york City,10009,3+ Family Apt. Building,7
MANHATTAN,2014,Jul,10009,New york City,10009,Other,4
MANHATTAN,2014,Jul,10009,New york City,10009,Public Garden,2
MANHATTAN,2014,Jul,10010,New york City,10010,3+ Family Apt. Building,8
MANHATTAN,2014,Jul,10010,New york City,10010,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jul,10010,New york City,10010,Commercial Building,2
MANHATTAN,2014,Jul,10010,New york City,10010,Other,5
MANHATTAN,2014,Jul,10011,New york City,10011,3+ Family Apt. Building,3
MANHATTAN,2014,Jul,10011,New york City,10011,Commercial Building,3
MANHATTAN,2014,Jul,10011,New york City,10011,Other,2
MANHATTAN,2014,Jul,10012,New york City,10012,3+ Family Apt. Building,2
MANHATTAN,2014,Jul,10012,New york City,10012,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jul,10012,New york City,10012,Other,1
MANHATTAN,2014,Jul,10012,New york City,10012,Vacant Lot,1
MANHATTAN,2014,Jul,10013,New york City,10013,3+ Family Apt. Building,2
MANHATTAN,2014,Jul,10013,New york City,10013,Commercial Building,2
MANHATTAN,2014,Jul,10013,New york City,10013,Other,2
MANHATTAN,2014,Jul,10013,New york City,10013,Vacant Lot,2
MANHATTAN,2014,Jul,10014,New york City,10014,1-2 Family Mixed Use Building,1
MANHATTAN,2014,Jul,10014,New york City,10014,3+ Family Apt. Building,2
MANHATTAN,2014,Jul,10014,New york City,10014,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jul,10014,New york City,10014,Other,2
MANHATTAN,2014,Jul,10014,New york City,10014,Vacant Building,1
MANHATTAN,2014,Jul,10014,New york City,10014,Vacant Lot,1
MANHATTAN,2014,Jul,10016,New york City,10016,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jul,10016,New york City,10016,Public Stairs,1
MANHATTAN,2014,Jul,10016,New york City,10016,Single Room Occupancy (SRO),1
MANHATTAN,2014,Jul,10017,New york City,10017,3+ Family Apt. Building,1
MANHATTAN,2014,Jul,10017,New york City,10017,Other,1
MANHATTAN,2014,Jul,10018,New york City,10018,3+ Family Apt. Building,1
MANHATTAN,2014,Jul,10019,New york City,10019,3+ Family Apt. Building,1
MANHATTAN,2014,Jul,10019,New york City,10019,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jul,10019,New york City,10019,Commercial Building,1
MANHATTAN,2014,Jul,10021,New york City,10021,3+ Family Apt. Building,1
MANHATTAN,2014,Jul,10021,New york City,10021,Commercial Building,1
MANHATTAN,2014,Jul,10022,New york City,10022,3+ Family Apt. Building,2
MANHATTAN,2014,Jul,10022,New york City,10022,Construction Site,1
MANHATTAN,2014,Jul,10023,New york City,10023,1-2 Family Dwelling,1
MANHATTAN,2014,Jul,10023,New york City,10023,3+ Family Apt. Building,2
MANHATTAN,2014,Jul,10023,New york City,10023,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jul,10023,New york City,10023,Other,3
MANHATTAN,2014,Jul,10023,New york City,10023,Vacant Building,1
MANHATTAN,2014,Jul,10024,New york City,10024,1-2 Family Dwelling,1
MANHATTAN,2014,Jul,10024,New york City,10024,3+ Family Apt. Building,7
MANHATTAN,2014,Jul,10024,New york City,10024,Construction Site,1
MANHATTAN,2014,Jul,10024,New york City,10024,Other,5
MANHATTAN,2014,Jul,10025,New york City,10025,3+ Family Apt. Building,18
MANHATTAN,2014,Jul,10025,New york City,10025,3+ Family Mixed Use Building,4
MANHATTAN,2014,Jul,10025,New york City,10025,Catch Basin/Sewer,2
MANHATTAN,2014,Jul,10025,New york City,10025,Commercial Building,1
MANHATTAN,2014,Jul,10025,New york City,10025,Other,10
MANHATTAN,2014,Jul,10026,New york City,10026,1-2 Family Dwelling,1
MANHATTAN,2014,Jul,10026,New york City,10026,3+ Family Apt. Building,4
MANHATTAN,2014,Jul,10026,New york City,10026,3+ Family Mixed Use Building,2
MANHATTAN,2014,Jul,10026,New york City,10026,Commercial Building,1
MANHATTAN,2014,Jul,10026,New york City,10026,Construction Site,1
MANHATTAN,2014,Jul,10026,New york City,10026,Other,1
MANHATTAN,2014,Jul,10027,New york City,10027,3+ Family Apt. Building,12
MANHATTAN,2014,Jul,10027,New york City,10027,3+ Family Mixed Use Building,1
MANHATTAN,2014,Jul,10027,New york City,10027,Catch Basin/Sewer,2
MANHATTAN,2014,Jul,10027,New york City,10027,Commercial Building,1
MANHATTAN,2014,Jul,10027,New york City,10027,Other,3
MANHATTAN,2014,Jul,10028,New york City,10028,3+ Family Apt. Building,1
MANHATTAN,2014,Jul,10028,New york City,10028,Catch Basin/Sewer,3
MANHATTAN,2014,Jul,10028,New york City,10028,Other,2
MANHATTAN,2014,Jul,10029,New york City,10029,3+ Family Apt. Building,2
MANHATTAN,2014,Jul,10029,New york City,10029,Construction Site,1
MANHATTAN,2014,Jul,10029,New york City,10029,Other,4
MANHATTAN,2014,Jul,10029,New york City,10029,Parking Lot/Garage,1
